"genes" "astrocyte"
"Klhl41" 0.097166925845329
"n-R5s182" 0.272478420813365
"2310075C17Rik" 0.13690188289442
"Gm7514" 0.12722168815702
"Gm25763" 0.0639521919557859
"4930590J08Rik" 0.0943858534682924
"Gm38114" 0.156664397048282
"AC102312.1" 0.144146633888904
"2900064K03Rik" 0.0742423285994478
"Gm22059" 0
"D830039M14Rik" 0.0736879517637158
"Muc6" 0.0362285859688004
"Gm38534" 0.147342643367169
"4930415F15Rik" 0.0687285430196661
"Pitx2" 0.160490770174346
"n-R5s204" 0.166020685476116
"AC156636.1" 0.0721178448853624
"Slc27a5" 0.0771561267458173
"1700080N15Rik" 0.228566547886316
"Gm26871" 0.129381083510755
"Gm17113" 0
"Gm4972" 0.0590448053579986
"Fam24a" 0.0790118045346236
"Mylk3" 0.155095110436247
"Gm15352" 0.170833332763353
"Gm44214" 0.0591609499991705
"Gm45082" 0.218352977383972
"4930509E16Rik" 0.127571567481142
"Gm43246" 0.148976970483879
"AC238811.1" 0.105278388863381
"4930449E01Rik" 0.183781790074003
"Akap3" 0.011439833713433
"Gm26566" 0.0165309235985858
"Apol11b" 0.130687969931879
"Ntsr1" 0.149293910554276
"Rp1" 0.121744791776134
"AC134457.3" 0.147447205714734
"Gm45409" 0
"Gm44097" 0.113834019273689
"Gm22127" 0.263155447160793
"Olfr1535" 0.139770229523937
"A730035I17Rik" 0.105049536531773
"Gm27194" 0.0534588886150982
"Gm3149" 0
"Slc3a1" 0.0863630086972055
"Gm11821" 0.0564359223030616
"CT572985.3" 0.0605085737163229
"Gm14130" 0.165845916040052
"Gnat2" 0.0977332199379951
"4930579C12Rik" 0
"Hepacam2" 0.127913250170858
"AC164556.1" 0.124345604063391
"AC162934.6" 0.0651077275242697
"Gm28730" 0.0454199235285085
"Gm10614" 0.044669072300703
"Tfec" 0.0485200863882206
"Pnmt" 0.0453292756446612
"Mc3r" 0.0696737319189878
"Gm42721" 0.0945799523224917
"Gm38022" 0.0867583302309894
"Mir449c" 0
"AC155266.1" 0.0401253260150371
"Uba1y" 0.162431781972972
"4930556J24Rik" 0.087651458141764
"Atp4a" 0.129499286702224
"Tmprss4" 0
"Gm27899" 0
"Gm21953" 0.0987407044761327
"Fstl5" 0.164661820173403
"Gm45218" 0.12182324953669
"Klkb1" 0.0730609457231512
"CT025653.1" 0.0533716299849909
"Gm37181" 0.0747284970472109
"AC153829.2" 0.0818255061246353
"Ceacam-ps1" 0.135795016457934
"Gm44551" 0
"Fbxo43" 0.118158037729016
"Gm12692" 0.0816043288903336
"Chrm3" 0.154614055362616
"Gm13610" 0.0999447929510918
"AC153912.1" 0.11449004901014
"CT009723.1" 0.174427130470668
"Rab17" 0.0950285977998551
"Gm11604" 0.0901011623640225
"Hcrt" 0.103019520553413
"Gm43538" 0.140869446097474
"Gm37884" 0.140038455169046
"Slc45a2" 0.131540823695034
"Hgd" 0.112679955567081
"Npffr1" 0.126721739858466
"AC157570.4" 0.143563042301399
"Utf1" 0.0367037806458092
"Apol8" 0.14409361467362
"Frmd3" 0.142908876592656
"Gm43058" 0.0704343673295763
"Mir375" 0.134761138219883
"Gm25866" 0.245522867829472
"Chrna1" 0.159141423304124
"Rps11-ps3" 0.0575207867336896
"Gm9701" 0.0428778569798598
"AC122379.2" 0.0591926796404389
"CT010506.4" 0
"Lamc2" 0.127927999640456
"Aprt-ps" 0.0577715296242818
"Chrm2" 0.154515604208671
"Gm26592" 0.121054471825339
"Plppr1" 0.149841982888593
"Gm8520" 0.0849280717634838
"Gm18734" 0.0781860590173879
"Gm37356" 0.109342082405829
"AC159462.4" 0.192411104798204
"Gm37294" 0.168905116549915
"AC165349.1" 0.137614680019551
"Best4-ps" 0.0439809409551641
"Pde6b" 0.0684515450748011
"9330198I05Rik" 0.0341921459744119
"Kremen2" 0.134765930055646
"Csf2" 0.151305118090717
"Kcne3" 0.0657591280614932
"Gm8909" 0.0473351891869514
"AC116557.1" 0.132599566470529
"Gm43282" 0.186625269294345
"Gm30340" 0.190798685675715
"Gm11915" 0.156738061727141
"Gm15745" 0
"1700015F17Rik" 0.139617118302791
"Gm20005" 0.161125008355524
"Fbp1" 0.156042563796361
"Gm9017" 0.192230808035265
"Gm45280" 0
"Gm26850" 0.0914876139680067
"Gm5684" 0.00953817596224965
"Gm16061" 0.0680675139302434
"Gm20620" 0
"Gm17148" 0.0755908650770533
"Gm11541" 0.0713089829401832
"Gm13619" 0.164614840495057
"F2rl2" 0.108289415487737
"Gm13132" 0.13076706048423
"Gm17202" 0.0649169412210076
"Foxr2" 0.150857760449931
"Mir7231" 0.147383171240982
"Cd247" 0.0849885192467272
"Gm11677" 0.150168769041251
"Gm17105" 0.165391795741488
"Gm44997" 0.0890651349852453
"Gsdmc4" 0.0573510890767466
"Mir6964" 0.304758422005892
"Gm18258" 0.0914933127454602
"Gm42921" 0.138758963675217
"Gm27446" 0.110469123151296
"Arsi" 0.146202155836136
"Gm10805" 0.143773039624005
"Gm15851" 0.196764027968182
"CT025607.1" 0
"Gm13583" 0.177750917273851
"Fam83b" 0.171930642414941
"Gm16210" 0.0904933243990595
"Tdgf1-ps2" 0.115911208436084
"AC123620.1" 0.0249154294516195
"Gm26876" 0.144550887571153
"Gm17977" 0.0622278879650932
"Gm45434" 0.0599838228696775
"Agmat" 0.0571462383817457
"Rcvrn" 0.0794262987854384
"Gm29200" 0.182284857948745
"1700024B18Rik" 0.135733113499955
"Gm43537" 0.00936709379282661
"Gm16282" 0.0210889547360126
"Gm23664" 0.205981731746665
"Mipep-ps" 0.0932884327716592
"AC124687.2" 0.0586717101897754
"Gm13462" 0.135549087881395
"Dalir" 0.164616413582029
"Gm44696" 0.147291435647864
"Gm26737" 0.130550820556753
"Gm23951" 0
"Gm29518" 0.162257908283095
"Gm11766" 0.106416551343937
"Grm8" 0.143450013819783
"Slc47a2" 0.169722855883309
"Gm44622" 0.123878323264373
"AC159238.2" 0.153391541194195
"Gm28196" 0.0823955221610411
"9130024F11Rik" 0.119804347494962
"Mir6960" 0.170161348602868
"Gm23830" 0
"Gm28095" 0.0480067501361985
"Esyt3" 0.0990725761803652
"AC121844.1" 0
"Gm14664" 0.129901216327488
"Gm39822" 0.161071387655433
"1110015O18Rik" 0.185167992268534
"Kcns2" 0.192086886386168
"Gm5522" 0.0963426621702518
"Gm44788" 0.0785986548311907
"Gm43572" 0.090293027281613
"4933432K03Rik" 0.0472173353942876
"Igkv6-15" 0
"Hbq1a" 0.0928711525749381
"CAAA01098150.1" 0.079414559548677
"Gm26137" 0
"Gm45528" 0
"Gm22075" 0.0977882748610854
"Tnk1" 0.109957297425216
"Tmem45a2" 0.0242013414750456
"Gm4922" 0.10610549252958
"Lman1l" 0.116529271708532
"AC238676.1" 0
"Cldn34c3" 0.111855122837716
"AC117245.1" 0.0505548606911295
"AC153536.3" 0.0276979118396317
"Prx" 0.135820005222968
"Gm42587" 0.0763661266665393
"Spn" 0.0432718206858407
"Gm22206" 0.165675201764428
"Gm5395" 0.0993567616993364
"Gm43398" 0.040059506620583
"Ptger2" 0.10965436840766
"Gm20426" 0.0478426338014198
"Gm7389" 0.0662862715399051
"Ssxb5" 0.0315812561126202
"Gm28863" 0.0896966057724584
"Gm9043" 0.0597941044400868
"Kcnj6" 0.171826088125222
"Btnl1" 0.0284426423355557
"Gm14387" 0.091474079802011
"A1bg" 0.121223145648403
"Gm42868" 0.0369045474281489
"Ces4a" 0.129476316823235
"Prss37" 0.122141501145798
"Gm7831" 0.119841747072531
"Gm38236" 0
"Gm16043" 0.0794941258161787
"Gm8439" 0.0217682329808392
"Usp29" 0.137657321869002
"D030068K23Rik" 0.140607647295105
"Gm43951" 0.132175909436203
"CT030169.1" 0.0583586234779788
"Gm19032" 0.178896883616567
"AC154682.1" 0.0825521405552866
"Gm37288" 0.0533464468545415
"Tmem114" 0.105905407243694
"Gm34091" 0.11736307384299
"Slc46a2" 0.0230664875172082
"Oc90" 0.0869360975014033
"Tmco5" 0.167687552242687
"Gm29228" 0.117311190611764
"Gm12409" 0
"Slc28a2" 0.146262444830643
"Gm42993" 0.122279141411305
"Gm17075" 0.171173163140581
"Gm13416" 0.0519020997146156
"Gm45694" 0.129925431578473
"Gm15502" 0.302663159932445
"Mir7661" 0.294766342481964
"Gm22395" 0
"Mir7085" 0
"Plb1" 0.105528616562333
"Zfp469" 0.178894214188076
"AC122357.3" 0.14114471830094
"Gm13006" 0
"Gm26038" 0
"Gm28177" 0.0657994935406245
"Mir187" 0.150265361700597
"Tcte3" 0.0106939066691032
"4933417E11Rik" 0.13432635126398
"Gm23382" 0
"Gm43487" 0.175888680096866
"AC134249.1" 0.150838988881787
"Gm44008" 0.0233232080726878
"CR974487.2" 0.101685007023174
"AC163354.3" 0.0816209152772613
"Mir700" 0
"Mst1" 0.0457227722699611
"CT025642.3" 0.14671537404831
"Gm31266" 0.0968619863358274
"Mir6907" 0
"Fgg" 0.0977762149420206
"Alpk3" 0.0958514705729442
"Gm45444" 0.068056335576618
"Gm13307" 0.116898823061142
"Gm37626" 0.13525502551763
"Gm26856" 0.0273528788370836
"Arl4aos" 0.153955190564567
"Gm25216" 0
"Syce1l" 0.072839067839724
"Gm14401" 0.028594803612561
"Gm15758" 0.0697616394990699
"Gm9568" 0.0301278236407093
"C530025M09Rik" 0.15499796869153
"Gm34882" 0.093098090136545
"Gm11640" 0
"AC126275.1" 0.128180246640171
"CT009504.1" 0.058164310807321
"Gssos2" 0.109691974713913
"Pus3" 0.105741575640861
"Rpl21-ps9" 0.0405411239296163
"AC155941.3" 0.086725644799245
"Cblc" 0.106778162741479
"Gm43953" 0.153102191029478
"Gm25948" 0
"Gm20420" 0.0728850274650738
"Olfr461" 0.110673912540689
"Olfr1444" 0
"Clec4d" 0.0892503034941065
"Gm5910" 0.0507640142344999
"Slc26a4" 0.131413991954296
"Gm8281" 0.020049148515627
"Gm20732" 0.121239565202739
"Gm15228" 0
"Olfr460" 0.0196586773781388
"Kcnj15" 0.160996474403797
"Gm25271" 0.0327613708297311
"AC160060.4" 0.00663015337675
"Gm45042" 0.0402883819593004
"CK137956" 0.161082812648726
"Gm24046" 0
"1700073E17Rik" 0.118108502921002
"Cndp1" 0.111824564322393
"Mir6335" 0.105916757767246
"Usp46os2" 0.0643658093800267
"Gm44146" 0.045047659591834
"F2rl1" 0.0514406251431988
"Gm26208" 0
"Mir344h-1" 0.137497212912991
"Pebp4" 0.072712509485009
"4930442H23Rik" 0.0676459439003428
"Hcn1" 0.151854894743066
"4930512H18Rik" 0.110296682230893
"B230119M05Rik" 0.182412391658513
"Mir1a-1" 0
"Gm27470" 0.162395345169434
"Gm25897" 0.0856652996044639
"Serpinb5" 0.0916777703396913
"F2rl3" 0.0415969978058179
"Gm27186" 0
"Gm3289" 0.117608552685981
"Gm14863" 0.145276867323001
"Lrrn4" 0.0292617298631849
"Rgn" 0.0913642785091156
"Mir29b-1" 0
"Gm45750" 0.0277733106346965
"Gm37905" 0.199659661305884
"Tmem150cos" 0.103090155518223
"AC110091.4" 0.0933839042367615
"Vwa5b2" 0.116693900952364
"Olfr33" 0.0822396368889036
"Mir3470a" 0
"Gm27468" 0
"Lipo2" 0.0552385806204293
"Mos" 0.0879219110197768
"Bglap" 0.0726968515039823
"Gm23500" 0.324192076530145
"1700116B05Rik" 0
"Gm17046" 0.0995109333648298
"Gm37372" 0.119779892952505
"Mir346" 0.0841819670895862
"Gm2447" 0.134638241332061
"Gm44800" 0.0909908076140776
"Gm11723" 0
"Zscan10" 0.129706168664699
"Gm4997" 0
"Gm11449" 0.093002803586309
"Trav3-3" 0.0706320516428902
"AC124171.3" 0.180618343381661
"Gm3550" 0.0693213986351001
"CT025654.1" 0.139292382721114
"Gm44863" 0.1407324069264
"Gm26719" 0.156877984662455
"C430019N01Rik" 0.0580616599068488
"Gm17420" 0
"Nrg3" 0.121102816229033
"Gm16307" 0.0827368505714211
"Gm6213" 0.142475062256952
"Gm39132" 0.145654161770537
"AC122013.1" 0.129443578624994
"Chst4" 0.157863741953408
"Gm12991" 0
"Gm23178" 0.218522994936909
"4930578G10Rik" 0.134047945395106
"Gm13222" 0
"4930580E04Rik" 0.131304747348079
"Gm4767" 0.0801411231606214
"Gm15571" 0.0585675869719893
"Gm37368" 0.134722295567639
"Sptbn5" 0.0165712917098984
"Gm9978" 0.112926625817176
"Gm16093" 0.051252734694842
"Gm6245" 0.0957345750508241
"Gm37391" 0.0450740855758149
"Asb17os" 0.112102288291442
"Gm23995" 0.150704757245885
"Tnp2" 0.0163759079948419
"Serpinc1" 0.042707807737473
"AC163731.1" 0.0947680831387543
"AC171206.3" 0.0502334748571674
"Gm44087" 0.0171575403032207
"Faddos" 0.0165170851797995
"Adgrf4" 0.0758372305660753
"Gm14505" 0.0222037842925656
"Gm38324" 0.0456248651183146
"Casr" 0.101627845980113
"Ccdc142" 0.0373003200129446
"Slc51b" 0.0819176059764686
"Chit1" 0.043513249942955
"Gm25601" 0.087072931923357
"Rps2-ps5" 0.0670883433321441
"Gm7289" 0.0122484651011425
"Gm32540" 0.105902655703576
"Mir6367" 0
"Gm3500" 0.00925869649277871
"Gm45887" 0.006226479196347
"Gm45114" 0.112520446263572
"Hnf1b" 0.120266037768355
"AC115880.2" 0.0894396777144659
"Cnpy1" 0.101134570596843
"Gm15937" 0.0889209710313256
"Slc39a1-ps" 0.0186963203415399
"Has3" 0.0634370300199069
"AC154231.3" 0.0654004718383085
"6430562O15Rik" 0.0564091202285735
"Gm19335" 0.124129538728161
"9530026F06Rik" 0.144676610819911
"Gm5441" 0.0909482354959988
"Myh3" 0.129721825518904
"Mir6359" 0
"Htr5a" 0.162395861156318
"Gm23483" 0
"Gm45033" 0.0991122106278897
"AC159326.2" 0.282401606479563
"A330058E17Rik" 0.0351403673544542
"Mir21c" 0
"Gm14930" 0.148327377063659
"4921522P10Rik" 0.0494448376359311
"Gm15153" 0.199821450909304
"Chrm5" 0.139197753917125
"Gm5737" 0.143146016308211
"Gm44418" 0.132383250072578
"Gm29376" 0.0810622147958641
"Gm28069" 0.0485039357388608
"AC164424.2" 0.109893575142922
"Gm5276" 0.122305827448532
"Gm27198" 0.125101867756671
"Ankmy1" 0.129675124556086
"Mir6362" 0.0989745280792157
"Gm42767" 0.159227852171578
"Gm45061" 0.0843433741253062
"Pcdha9" 0.135965099329146
"Mir6368" 0.205483432750666
"Gcgr" 0.0873101493504684
"Usp9y" 0.0739983375315643
"Gm44697" 0.0506109186892164
"Zfp541" 0.00407685202275667
"Gm23916" 0
"2310007B03Rik" 0.116884109111429
"Gm12784" 0.128515923850871
"Gm15866" 0.160117765114447
"Agr2" 0.168266264384441
"Gm17827" 0.0386413196475886
"Rpl35a-ps7" 0.0275260872288662
"Gdf7" 0.0846792783164098
"Gm14620" 0.174616636826411
"Gm12047" 0.0291049066986997
"Ms4a4b" 0.0874800881657774
"Gm23753" 0.0553680052010762
"Gm43197" 0.106920427569183
"Gm11235" 0.0540899913038634
"Gm6394" 0.0180811590117741
"Gm26595" 0.149353237237992
"Gm22003" 0.0856652996044639
"1700067G17Rik" 0.0594403582540329
"1700054M17Rik" 0.059253301428628
"Wnt16" 0.117045583411416
"Gm23641" 0
"Gm23671" 0.0872851790602508
"Gm26636" 0.0718222797572885
"Gm44253" 0.148226459307836
"Gm23917" 0.18027587393566
"Dmrta1" 0.15935085009419
"Gm15494" 0.16025354464044
"Gm3187" 0
"Gm34727" 0.19742851992117
"Cd28" 0.0608915680279989
"Gm13352" 0.193456320975516
"Gm45418" 0.0544481154488911
"Gm8618" 0.0420290752811935
"Fam186a" 0.144513011353056
"Gm44832" 0.133390255630442
"Gm28905" 0.0345933095239084
"Mir7066" 0.312119110066425
"Boll" 0.0132925978235034
"Trim69" 0.0614128377322036
"AC155293.1" 0.0843978309270742
"Papln" 0.0867783276042734
"Neurog2" 0.088784751322659
"AC102431.1" 0
"Gm19026" 0.104902009429474
"Gm9497" 0.0313263881019512
"Gm24656" 0.15727033736105
"AC158686.1" 0.114567066034801
"Gm12245" 0.184469866599272
"Gm5596" 0.0653057189532686
"4930526L06Rik" 0.0275765751814098
"Spatc1l" 0.130758514849104
"Gm16007" 0.108879464229556
"Gm4881" 0.0879454586665889
"AC131762.2" 0.0840482960034741
"Gm16070" 0.15274473097177
"1700027A15Rik" 0.111802882965097
"AC153379.3" 0.155210564049659
"Card14" 0.0810393252007053
"Gm14861" 0.0395181250149007
"Iglv3" 0.126398621104977
"Gm28652" 0.170559413991337
"Gm6211" 0.117726246896585
"CT030653.1" 0.099301787992066
"Mir6938" 0.168099595357027
"4921530L21Rik" 0.185494422116525
"Gm25967" 0
"Hyal4" 0.00520088625687744
"Gm15763" 0.18403903260539
"Rpl17-ps11" 0.0376241064151882
"1700028I16Rik" 0.00865782002973563
"AC122382.1" 0
"Gm5678" 0.0362088467838579
"Gm15349" 0.0508815797096491
"Retn" 0.11789248589617
"E030026E10Rik" 0.0861724658392426
"Mc4r" 0.113649946357796
"Tktl2" 0.116943327656602
"Cd4" 0.0789733720779848
"Tmem30b" 0.136521539028411
"Akr1c21" 0.114811213607011
"Slc18a3" 0.102118039381286
"AC154583.1" 0.0914288581985225
"Gm4984" 0.0795941038333468
"Gm18406" 0.10703991066457
"Gm16296" 0.197944526014355
"AC170997.1" 0.0832111017637302
"Olfr1423" 0.00170570865064645
"Gm28285" 0.0916840705430578
"4930535E02Rik" 0.0161683579342898
"Myo7b" 0.116587411898041
"Gm15543" 0
"Prl2c3" 0.133102115660683
"Kcnh8" 0.127674870933525
"AC105950.1" 0.0875440906579096
"4930466I24Rik" 0.144879977084998
"Gm13053" 0.158088453951268
"Ighv1-74" 0
"Gm17090" 0.0533601398377523
"Gm43182" 0.0432648885334603
"Gm15839" 0.101028791452167
"Gm17743" 0.103753467736309
"D6Ertd474e" 0.151507550344314
"Gm37697" 0
"Guca2a" 0.0297424843663942
"AI847159" 0.14536167287062
"4833428L15Rik" 0.153772113677257
"Gm39168" 0.0647146283608092
"Gm24036" 0.118972493251099
"Dpt" 0.125539733331089
"AC027700.3" 0
"Gm42855" 0
"Gm16194" 0.068778006655294
"Gm14042" 0.0802295368115291
"Gm15796" 0
"Traj3" 0.135614352315341
"Gm37475" 0.0813945951011109
"BC107364" 0.0475131499862156
"Gm10649" 0.107287066892181
"Mir3085" 0.0946831280936088
"Cd5l" 0
"Gm16189" 0.120364016653931
"Gm15422" 0.104702240229444
"Gm44078" 0
"9130208D14Rik" 0.0348272945384606
"Palm3" 0.096254022598298
"Gm13816" 0.113348848291329
"4930551L18Rik" 0.0787153019311872
"Mup-ps22" 0
"AC122811.2" 0.00958791320091094
"AC069074.1" 0.0979798245157554
"Gm43371" 0.0971662456953064
"Gm12950" 0
"Gm45900" 0.0517861833261495
"Gm22849" 0.179714673291355
"AC154669.1" 0
"Gm9944" 0
"Gm4835" 0.0507076914576608
"Ccdc169" 0.070091724686266
"Gm24186" 0.0649593130775517
"1700007P06Rik" 0.157497242061052
"Chodl" 0.11224640893103
"Epha6" 0.145411667779174
"Gm43490" 0.151008417660976
"Nppa" 0.152240340441455
"AC153876.1" 0.169168974708925
"Sycp1" 0.053946119453083
"Tacr2" 0.154519465332931
"A730049H05Rik" 0.133257741667725
"Slc10a4" 0.107276275534639
"Gm43189" 0.158775162469966
"Gm8595" 0
"Mpz" 0.0269958423789232
"Kcnh6" 0.134183203136569
"Gpr1" 0.120331295486532
"Uchl1os" 0.13142217841808
"Gm26707" 0.0911818064017425
"Gm12120" 0.0518265989393088
"Gm15602" 0.0394244604726057
"Gm32050" 0
"Gm25498" 0
"Gm29658" 0.292016676517088
"Cd209d" 0.0103494218082148
"Gm12959" 0.115317545827086
"Hfm1" 0.124242868123854
"AC163354.1" 0.0427078762782598
"Mcoln2" 0.0976745475993561
"Gm10444" 0
"Drd3" 0.106396668894217
"Gm30074" 0.0955997158060646
"Gimap3" 0.118078810356451
"3100003L05Rik" 0.101009952178025
"Gm24671" 0.0522141313737334
"CT030184.4" 0.0575172921241202
"Gm17657" 0.177485582310569
"Bves" 0.124729085055353
"Cst10" 0.148257423053154
"Gm39154" 0.0617868482285
"Sall4" 0.147763473524398
"AC155713.1" 0.0806355607513722
"Gm996" 0.0735374563372906
"AC241593.2" 0.0702674597293852
"Cnga4" 0.122650943279736
"Gm24708" 0.294400066683862
"Gm26696" 0.0715412150618106
"Gm13090" 0.166221563929587
"C79130" 0.0342919873640779
"1700061G19Rik" 0.043113947923417
"Gm28703" 0.143939563506483
"Gm16333" 0.0876479731573952
"Gm43684" 0.0153690746104479
"Zan" 0.118304226663874
"Gm23528" 0
"Cers3" 0.13784696757879
"AF529169" 0.057801249017896
"Gm45872" 0.0477719580892141
"Gm23858" 0.0999082499340854
"Il2" 0.0950889571368394
"Gm13065" 0.0681500831078927
"AC069074.2" 0.117540450269357
"Gm45897" 0.0349182691082692
"Gm7291" 0.195758920886415
"Mir669d-2" 0
"Upb1" 0.101382927650887
"Gm14061" 0.185346904968132
"CT030709.1" 0
"Gm15409" 0.105012668712142
"n-R5s82" 0.179321369807945
"Cela2a" 0.0643975767048181
"DQ267102" 0.127308153594156
"Rnf207" 0.107878990439979
"Gm6043" 0.129128160549053
"Gm24358" 0
"Mir6933" 0
"Arl13a" 0.0640159037133557
"Prkag2os2" 0.0859186530025113
"Grhl2" 0.114246757817591
"Sh3rf2" 0.0982074494181085
"Tmem30c" 0.0753311632588345
"Gm20406" 0
"Gm5380" 0
"Gm15369" 0.0263447772452298
"Mir7003" 0.271228704446169
"Gm45875" 0.149610205383075
"Mir130b" 0
"1810006J02Rik" 0.0775095039808023
"Gm14280" 0.11108496038103
"AC135669.1" 0.0510489048083815
"Gm11582" 0.192577004916814
"AC165256.1" 0.161764803572912
"Gm12841" 0.19226646430895
"Gm42444" 0.149342312825658
"Gm24289" 0.0711789756407117
"Gm43192" 0.127355495782547
"Gm25747" 0
"Gm42885" 0.0631791589293573
"1700034H15Rik" 0.118122854552524
"Speer4e" 0.095446912099339
"Ambn" 0
"5031434C07Rik" 0.135063235654278
"Gm9034" 0.11316989460949
"Gm15566" 0.114786517000111
"Olfr1427" 0.00273568447949728
"A630095N17Rik" 0.150148133621486
"Gm10804" 0.0461084795000103
"Gm16212" 0.119030729452992
"Gm10463" 0.0504882818996705
"Mir6390" 0.154193494827947
"Gm26691" 0.1197318326679
"Gm43570" 0.141204271146541
"AC154482.1" 0.178719312445806
"Gm44228" 0.0702464400262177
"1700021J08Rik" 0.0773343458620921
"Cd19" 0.0930159121587783
"Krtap28-10" 0.130391085918009
"Gm44530" 0.0773199584317751
"Gm24125" 0
"Cntnap5a" 0.137607868286512
"Gm5828" 0.0402211728181288
"Gm30771" 0.131120954459909
"AL450317.1" 0.088283130834132
"AC108401.1" 0.121768862161844
"Gm43666" 0.103041362126377
"Ankrd7" 0.0327708524349483
"Gm3696" 0.0257642046547528
"Gjb4" 0.159518450645717
"Meioc" 0.0996697337253199
"Gm12490" 0
"Gm15381" 0.142587114620694
"Ntf5" 0.0526049902724354
"Myo15b" 0.0541044091138026
"Gm13473" 0.256638549235342
"AC123738.2" 0.127588894021517
"Pcdha11" 0.133791796746374
"AC160997.1" 0.0766101993289251
"Serpine3" 0.0790031825011874
"Gm42998" 0.0543716873541074
"Gm12064" 0.120833416177181
"Olig3" 0.129598523238431
"Gm13167" 0.0477990535365811
"Gm13999" 0.125972563897706
"Gm45422" 0.151957295015777
"Gm14158" 0.0553620495497808
"AC158516.1" 0.0414675540556634
"Gm6083" 0
"Gm26545" 0.0430875783030647
"Gp5" 0.0862174668115316
"Gm22171" 0
"Hormad1" 0
"Gucy2f" 0.0573044588433726
"AC138284.5" 0.0324622754237385
"Gm23435" 0
"Gm26640" 0.0225962766815219
"Gm45059" 0.0486917709578959
"AC113001.1" 0.00375064851853895
"Gm13485" 0.0878788092347122
"Mir450b" 0
"Gm22659" 0
"Rxfp2" 0.0949377513113903
"Gm17910" 0.0454805355593669
"Gm44808" 0.183796816773798
"Gm37048" 0.0824597488615269
"Gm3033" 0.00586008238937207
"Gm25148" 0
"Sprr1a" 0.11572500156639
"AC153548.4" 0.0949817137361852
"Gm35025" 0.117747351359756
"Gm13337" 0.0724454776289981
"Ccer2" 0.0695298037929884
"Tm4sf5" 0.116388520504217
"4930432B10Rik" 0.0775970201468757
"5430427N15Rik" 0.11908318241817
"4933425L06Rik" 0.00414953511002851
"Gm23387" 0
"AC153881.1" 0.0585751758541301
"Gm7696" 0.114952840474605
"A730018C14Rik" 0.101906549081493
"Gm22398" 0.0847221959618017
"Aqp7" 0.0967616739556231
"Gm3424" 0
"Ptgs2os2" 0.0266026164131253
"Lpar2" 0.0497976210242374
"Apol7d" 0.122179334419745
"Fabp4" 0.104188106498735
"Mcf2" 0.117825920977186
"Gm43423" 0.0569137442489894
"Gm14487" 0.0834161049443686
"Gm29570" 0.0132017231146374
"Synpo2l" 0.0912457137337998
"A230085B16Rik" 0.144418307966961
"Kif14" 0.118489358838272
"Gm38231" 0.0257940842222924
"Tnfsf14" 0.00511070333727869
"AC113508.2" 0
"Actc1" 0.147641379342493
"Mir467a-2" 0
"Gm23298" 0
"Gm26360" 0.0923409568276331
"Gm45140" 0.0215587555511422
"Gm3364" 0.0726191593850468
"Gm13923" 0.0584488347938983
"Csl" 0.1069405802268
"CT030159.1" 0.0338554730676159
"AC144938.1" 0.047521713850148
"Esp8" 0.128987851654896
"C130032M10Rik" 0.14346411085938
"Gm27236" 0.0421797634593183
"AC165260.1" 0.0652665653773553
"Mir10a" 0
"AC120843.1" 0.109428390756142
"Spata4" 0.15567292899899
"Sell" 0.0234637922075495
"Nox1" 0.0905644857764686
"Gm21956" 0.17196113410323
"AC117797.2" 0.107849206403302
"Krt25" 0.125784777270642
"1700040K01Rik" 0.161251152520949
"AC154454.1" 0
"Gm43186" 0.138381322872401
"AC151971.2" 0.0920329499184628
"Gm28651" 0.129707584840597
"Pcp2" 0.0808873688722662
"H19" 0.0849179377110749
"Gm38116" 0.128007284798144
"AC164614.1" 0.0176191874060152
"Gm25444" 0
"AC122327.1" 0.176084008330251
"Tm4sf20" 0.0670790865352961
"4930447C04Rik" 0.0867870033619375
"Gm22865" 0.084843740754068
"Gm23319" 0.142316453148149
"AC167234.2" 0.0455088113067171
"Gm16298" 0.0942852185243209
"Gm25981" 0.164781188829366
"Gm15813" 0.12179913880237
"Gm16035" 0
"Ms4a3" 0.00902425533984316
"Gm14197" 0.0519320154726002
"Gm35585" 0.0730574243109174
"Gm11743" 0.0552642468049463
"Gm5205" 0.131390735295976
"Gm36995" 0.031121110017262
"Gm29127" 0.189000288636932
"Gm35584" 0.0962256754092337
"Gm10181" 0.259436152191257
"CAAA01066804.1" 0
"Mylk2" 0.0817916512493727
"AC159896.1" 0.082561071176767
"Gm28001" 0.153000807584258
"Gm17951" 0.0332654547953732
"Gm37932" 0.0956826771449185
"Gm44765" 0.0295523316003808
"Gm13777" 0
"Gm27040" 0.0709437106419571
"Zfp473" 0.0529538192544078
"Tdgf1-ps1" 0.0955836161389589
"AC154264.2" 0
"Fam71d" 0.137921538275868
"AC152981.1" 0.143501273973249
"Gm31373" 0.128443433517299
"Gm43674" 0.10300690225031
"Gm9918" 0.115304353088122
"Gm17304" 0.289695709787849
"Gm44182" 0.167115855843256
"AC129329.1" 0.0447740671105683
"Gm13986" 0.00701879638125401
"Crtam" 0.0608372786878476
"AC125535.1" 0.0786815655812938
"Prss51" 0.0456466710531043
"Gm14770" 0.148726933509082
"Gm25381" 0.0881574467712156
"C030037F17Rik" 0.0629550761899247
"Rufy4" 0.0157849060824584
"Gsta2" 0.084149525739063
"Gm18131" 0.126042777999155
"Serpina1b" 0.056568280749963
"Gm22023" 0
"Gm24969" 0
