"genes" "astrocyte"
"Rhot1" 18.8113282781915
"Fam57a" 37.395121188607
"Gpr89" 19.7925013007938
"Slco4a1" 0.301159323407438
"Pik3r5" 0.710373849374566
"Cmc2" 26.4924223454752
"Acad8" 21.0729226124217
"Usp1" 25.2463050180765
"Gkn3" 23.7913467320885
"Ranbp9" 19.2877421207554
"Gm14325" 27.6577886507636
"Lcmt1" 26.1907020358591
"Pck2" 9.90908516700202
"Nolc1" 20.3983577888934
"Lsr" 43.4339463798498
"Mphosph10" 20.0718825752535
"Ndufaf2" 28.4850676291386
"Rassf2" 16.5644002397041
"Tsfm" 21.1611373388899
"Dnajc2" 13.1981707022245
"Serpine1" 0.556961190038412
"Tmem18" 20.0790232224475
"Zfp800" 18.0387606235637
"Pard6a" 28.7061842579837
"Tfe3" 4.83352130142792
"Atf1" 11.2177508163331
"Slc8b1" 17.7644500878363
"Lilra5" 0.0254987804719117
"Slk" 26.5254967869963
"Nudt21" 23.3920232894827
"Zfp260" 20.9935918909467
"Anapc10" 16.7888835974453
"Lin7c" 21.0425017375903
"Trim27" 10.7516476145694
"Rnaseh2a" 22.3279879210026
"Haus2" 27.7325175638895
"Cdk19" 24.4015101623671
"Il34" 39.3798367704851
"Kctd4" 36.4120908189077
"Ppp1r3c" 37.3757440998861
"Wdr26" 13.0689225813565
"Klf12" 21.174471959135
"Gpr137b" 13.4056425112197
"Rnf10" 23.8416206363117
"Sppl2b" 26.8366327170907
"Ppme1" 30.7279650657138
"Jmjd1c" 7.55996783343895
"Grwd1" 18.2953448989701
"Mettl9" 23.1756922382288
"Gskip" 21.5124434441191
"Crim1" 30.8680190167639
"Il15" 5.43009214945133
"Taf8" 20.1673954475986
"Arhgap12" 8.63163676667789
"Rnf216" 12.3874463212876
"Lrrc8b" 35.3567791447821
"Pygm" 38.5512846021696
"Nudt18" 17.826297340839
"Gm11914" 29.4250604578664
"Ece1" 38.2385810638914
"Gm13370" 14.3777367220917
"Crebrf" 21.3833119802906
"Plpp6" 25.2543301057947
"Ip6k1" 21.1220596148605
"Cstf1" 15.927989300385
"Ttc14" 17.0578722955074
"Aar2" 21.7395859971353
"Stk3" 17.6929938381014
"Gm26522" 0.272809895031584
"Insr" 25.4888819754685
"Hdac11" 33.1173742333974
"Itgb4" 39.0603673400184
"Lrmp" 0.0874437979407692
"Calcoco1" 24.7635228201596
"Nelfa" 18.6426229257394
"Chd4" 21.9458051176582
"Unk" 15.2491713608299
"Tmem110" 24.3570156588012
"Rinl" 2.33647820073315
"Ubald1" 20.1001262971596
"Porcn" 31.2094592429578
"Alkbh5" 25.7418500224456
"Bank1" 0.271272676056246
"Fam120aos" 32.3533817563534
"C87436" 13.1387987392861
"Arid1a" 10.9730009404245
"Dcaf11" 21.9329662083954
"Rictor" 24.6379100880365
"Mocs2" 25.1718547939766
"Fam26f" 1.11970113408901
"Mlxip" 7.02220288258214
"Arfgap1" 17.2699464833923
"Gsk3b" 21.4639684409702
"Bsdc1" 20.9934918280575
"Gm11518" 19.1190973858511
"Cds2" 26.9268053084884
"Gm7285" 9.38521346808492
"Ezh1" 21.9672536724695
"Spryd4" 17.890561226082
"Ckap4" 12.5966638654518
"Phf20l1" 15.4076752318797
"Dus1l" 15.149417544146
"Ddx46" 18.0102965116332
"Ubqln2" 30.1520782947941
"Dnajc10" 23.2029824574893
"Sft2d3" 25.230225722742
"Tmem127" 18.4115243707794
"Ighj3" 0
"Ormdl1" 13.3413287789613
"Ube2q2" 15.780377593047
"Rpl6l" 16.5213088314814
"Gm12279" 19.9964112987543
"Kcmf1" 18.6290427579955
"Cpsf1" 14.2982336802043
"Arcn1" 18.8520917062347
"Phactr1" 35.8713054788156
"Ifitm10" 0.98261970581367
"Tmc6" 11.2245970233659
"Slmap" 9.70733257348173
"Gpkow" 22.090663339086
"St3gal3" 20.0590048524086
"Utp6" 20.4656798919886
"Apool" 18.3499174911684
"Arhgap17" 6.48746278222086
"Borcs5" 27.1084288751779
"Ipp" 22.0903785082925
"Nfe2l1" 23.0148754989154
"Ncald" 38.0752737264353
"Cpsf2" 13.8258715767968
"Tnni2" 0.131371831706538
"Pfkfb4" 6.33977596869179
"Cep68" 8.74627270170045
"P3h2" 1.27723121262258
"Gm5526" 15.6026490304679
"Vegfa" 40.0643420680491
"Mvb12b" 16.4096393994783
"Elavl3" 36.5870353155457
"Hsph1" 28.2561682661674
"Bach1" 8.49401605267434
"Mtfp1" 27.3051431586687
"Gpank1" 21.9673699351456
"Gpat4" 22.0704208507793
"Cep57" 17.1464342304172
"Prima1" 36.7396593227814
"Mfsd11" 10.2800448026858
"Dock2" 0.0499709917310824
"Arc" 39.0913644765418
"Imp4" 16.3940406090827
"Maz" 20.6392532131792
"Ythdf3" 16.0421337424131
"Pdia5" 4.15758689079015
"Gm7665" 29.2538391634207
"Map1s" 10.5817416647652
"Rassf4" 5.79860149776127
"Ift74" 23.5916302778143
"Parp1" 12.2810728773634
"Aim2" 1.83871863299609
"Qrich1" 15.6990797195659
"C030013C21Rik" 1.86760041770062
"Efnb1" 13.831390048407
"Gabbr1" 29.1957845481447
"Gm11423" 12.9631391736451
"4933413G19Rik" 37.5905238600447
"Wfdc18" 36.6953973369942
"Hps3" 3.35988611037264
"Hyi" 11.7867458905742
"Becn1" 17.7126905308045
"Mau2" 16.4058974837112
"Btbd6" 16.5750312225486
"Rasl11a" 35.9421145070826
"Zdhhc17" 28.2758627874365
"Meig1" 29.5227164145744
"Rpl7a" 12.4074362838734
"Git2" 5.9368837547567
"Car11" 33.3054393543351
"BTF3L4" 16.4769623565262
"Ryk" 29.9984783696935
"Hddc3" 30.3524247643762
"Dcaf8" 19.9592320601788
"Vps51" 16.3491563700379
"Rnf126" 19.482355791979
"Lbr" 24.0208077194034
"Tnfsf9" 11.4943864188613
"Limch1" 38.2662211099864
"Bap1" 19.63765565743
"Fam98b" 22.4603010338317
"Gm19774" 23.2229099703224
"Purb" 16.8654583253265
"Cactin" 22.9786132541838
"Rbks" 20.1285338861134
"Ccdc71" 14.9328558125224
"Ccdc181" 21.8061357972216
"Abr" 21.6095402478111
"Ring1" 19.5337236329107
"Ube2z" 14.1585339602789
"Ywhag" 20.504058613752
"Safb2" 12.4634456845975
"Hmgcs2" 40.0562960455114
"Il1rap" 34.2971404055822
"Pnpo" 4.95702045960006
"Irf2" 7.50532800542
"Slc33a1" 22.6882075885349
"Nploc4" 20.758121561284
"Nectin2" 5.71637818116572
"BC037034" 2.22560412798487
"Sart1" 18.4158010928135
"Psmd5" 19.6109002615557
"Csmd3" 4.54198071854335
"Slc37a4" 20.4939227651038
"Gfm2" 3.04726664638524
"Kat6a" 16.5450829710059
"Irgm1" 12.1181362929429
"Fzd2" 39.8520800486871
"Ppp1cb" 26.8699049908425
"Baalc" 42.8299127035449
"Slc25a51" 29.207035555928
"Birc2" 18.7045609512731
"Emc1" 26.435842763979
"Nagk" 14.1147903431648
"Stx6" 25.4325481037204
"Rpl10a-ps1" 11.2936602735024
"Pdcd4" 17.98460212976
"Gon7" 18.0248669082859
"Gm5844" 28.4647602975179
"Esf1" 19.7926299069657
"Cd200" 39.6413934964422
"Serpinb6a" 31.2613673856817
"Hmgn5" 31.3394459364774
"Gcdh" 20.2581349372536
"Isoc2b" 7.63872822400147
"Luc7l" 18.8550630343876
"Riiad1" 32.2993171614688
"Ctgf" 35.1275202057558
"Pou3f1" 36.6880504526755
"Ccny" 19.1129517039622
"Il6ra" 0.842930883831407
"Wtap" 12.8002742706368
"Eml2" 38.6668641258748
"Cwc27" 19.2842390107249
"Haus4" 11.3346444364765
"1810055G02Rik" 32.2724841115025
"Vps9d1" 8.71958362692414
"Gm8399" 15.8911477473111
"St3gal2" 10.1451555509606
"Cnot7" 18.9792083876707
"Gm6467" 20.8565403713765
"Gnl1" 23.8303130434867
"Il4ra" 1.92699324778986
"Sptbn1" 36.5770809122523
"Gm45223" 1.76184096806196
"Gsg1" 0.0750353587104646
"Rfc4" 22.4469960507659
"Arl6ip6" 19.6669881188883
"Exosc7" 18.5234823521713
"Stat5b" 14.5141861303844
"Dnph1" 30.2596848180247
"Pgs1" 13.2720100467927
"Layn" 21.3575796521076
"Ide" 23.3666307639092
"Fcho2" 13.150321352206
"Spg7" 18.0626210291792
"Morn5" 32.7058124802126
"Ighj4" 0
"Atg14" 15.6440742010524
"Pias2" 20.4741708791128
"Tmem126b" 21.2327939955045
"Ppp3cc" 30.6697877651667
"Gm10705" 18.873878133266
"Mmgt2" 13.809594839611
"Fnbp4" 11.4066490451521
"Idi1" 37.2204896042826
"2900093K20Rik" 22.7882171854871
"Tjap1" 31.1612369240211
"Fam181b" 39.4673812003657
"Rbms1" 27.1973231674276
"Rasa4" 0.668161349501331
"Cnot6" 22.1046565441272
"Lhfp" 34.9417378000736
"Sec61a2" 24.9093521072158
"Tspyl2" 22.2491985615756
"Slc35f6" 18.659233169839
"Mt2" 34.9215040619413
"Ppp1r16a" 24.0146343673716
"Sf3a2" 17.7596197936615
"Tdp2" 18.8339154503708
"Usp19" 19.8250707281675
"Erich1" 16.1658456595538
"Rpl10-ps6" 10.3929018302071
"Macf1" 15.3750232614301
"Nit1" 15.9016717798073
"Mib2" 15.8947007881057
"Auh" 27.5168481553738
"4632427E13Rik" 9.63517834449036
"Dusp3" 29.2498424304259
"Pigv" 14.8957549098031
"Rnaseh1" 17.1615163600024
"Prickle1" 34.03005500484
"Pcyt1a" 24.8584801996694
"Gpr160" 2.17075542457338
"Rnf41" 15.3967549958401
"Rasl11b" 41.0838626094081
"Bcs1l" 18.3806699485535
"Dr1" 17.7732921191539
"Mterf3" 18.430376942603
"Hmces" 18.6179730536859
"Rbbp5" 19.5404474086319
"Clcn7" 14.0524533309046
"Gimap9" 10.0458194123531
"Coq6" 20.4730033702349
"Sssca1" 21.9047260133463
"Serpina3n" 27.4583384441695
"Sall3" 5.62540186336159
"Zfp691" 3.30309785697421
"Tfam" 19.447801500013
"Mybbp1a" 15.9724409575355
"Bzw2" 15.655877939886
"Psen2" 22.8417240159957
"2810002D19Rik" 17.2391580420216
"Ikbip" 23.7419378325542
"Ccl7" 8.17251524040907
"Hs1bp3" 13.8766377349572
"Gpc5" 37.9470408752564
"Ube2f" 11.1016445008014
"Gm18588" 13.6057302486157
"Rps27a-ps2" 17.7176079687024
"Zfp35" 16.7095129648095
"Bcat2" 16.1783376499099
"Ndn" 34.8401682277705
"Ghdc" 14.3038302449385
"Dand5" 24.0786677350543
"Sphk2" 15.0968527407037
"Dusp2" 0.769311866803937
"Klhl25" 10.2502292310505
"Tctex1d4" 27.6246009688422
"3300002A11Rik" 30.6556637798067
"1110059G10Rik" 14.7875762328862
"Ubiad1" 21.4726685141232
"Fbxo3" 20.6042188015087
"Nob1" 17.288079123798
"Flad1" 18.5135587657612
"Cpsf4" 8.09558546682853
"5730455P16Rik" 22.6469437549868
"Trpt1" 27.3932628433599
"Cd24a" 30.2379693373975
"Larp4" 15.7721417612596
"Zfp362" 21.0007009440992
"Gm24924" 6.88537304224243
"Arhgap39" 10.0879646326663
"Crlf2" 3.63442875139628
"Brd3" 20.1595496973363
"Heatr6" 15.52290890878
"Osbp" 20.6328156844906
"Zfp715" 7.58695803636898
"Hspa13" 17.0356082297164
"Lgals3" 13.5163821669326
"Pomgnt1" 23.715237035858
"Aldh1l1" 37.9737692247127
"Plcb3" 13.2284564389766
"Nav3" 0.899478182626724
"Dhx15" 14.5463548331657
"Rnf128" 2.7500382759693
"Fut11" 14.3640043167903
"Atpaf2" 14.7615243365335
"Pggt1b" 14.2211174584487
"Grrp1" 44.3379980792805
"Exosc9" 17.6703250330005
"Gm5601" 19.7364463409303
"Epn1" 10.416780426837
"Ccdc134" 16.700589487835
"Ephx2" 38.3226209855665
"Pyurf" 31.2849032504891
"Exosc2" 21.2255676589161
"Mrps34" 19.8949869364202
"Noc4l" 16.7431348974006
"Arsk" 14.4774178074836
"Fbxo28" 22.597877337536
"5430427O19Rik" 0.18689330115922
"Kpna4" 12.843613689505
"Skiv2l" 18.0389565997937
"Zfp652os" 2.95201009683631
"Ssfa2" 16.4460418543631
"Agpat1" 19.5849087571447
"Tbc1d20" 18.1520495519671
"Gm8822" 9.39407040079954
"Senp6" 18.0122796505516
"Cox19" 20.7395878672189
"Mrps31" 20.9610043193998
"Apopt1" 21.9439173420596
"Fbxo38" 16.2284311680949
"Gm13293" 24.9113044597893
"Arl4a" 34.0065863526301
"Zbtb20" 27.9394672350023
"Nkain2" 36.2003584512808
"Fundc2" 24.3202484035357
"Map4k3" 16.1433829102598
"Tmem186" 17.8442840918042
"Pik3r6" 4.83918205938373
"Msl3l2" 30.7973093393878
"Gm3739" 0.0402696664291882
"Rfc1" 20.6048303058573
"Jmjd8" 18.3600101832299
"Gapdh" 24.8960977681888
"Zdhhc1" 24.5679220975738
"Serpind1" 33.6916115617236
"Smurf1" 14.7269002990769
"F8a" 20.6750470174134
"Lztr1" 21.7117281265369
"Babam2" 16.8241957253972
"Tagap1" 11.1021638042122
"Cdr2l" 35.5061504779795
"Tmod3" 17.887841578517
"Zfp931" 22.3226961981732
"Pdxk" 29.1717549433001
"Gm12231" 21.8708969358282
"Mblac1" 10.1510851130062
"1700096K18Rik" 19.5406633001019
"Aldh1a1" 33.5717236002652
"Atp13a2" 10.9206152878167
"Ccdc13" 34.0603599393236
"Fbxo36" 28.543549853284
"Pdcd7" 15.8851921435879
"Zdhhc5" 13.4945171025948
"Plxnb3" 31.6271907321254
"Arap2" 29.731408471836
"Gm26669" 1.33860786646147
"Tada2a" 24.4805416507025
"Fbxo18" 13.9554930505507
"Gm22574" 15.409825521754
"Stx18" 18.4363106603525
"Coa5" 14.6821997522967
"Kank3" 30.9601845633756
"Paqr8" 37.3736581519174
"Ctps" 24.9049800270273
"Cdk5rap1" 12.010655125827
"Slc30a9" 19.3692440169631
"Hmg20b" 15.068309035382
"Fbxo32" 30.4034149853293
"Lpin2" 4.53050027890392
"Mrpl35" 18.1029655201751
"Itgav" 15.3908964890713
"Pigk" 12.9929203797587
"Skiv2l2" 18.8497674014934
"Prrc2c" 17.2823791300875
"Gatad2a" 18.6443459279527
"Lactb2" 9.43219189021216
"Kat2b" 26.8792482354275
"Ipo5" 19.2915989892304
"Abat" 34.4442381910488
"Rps11-ps1" 9.19506364353424
"Mak16" 15.8662186257267
"Gm45552" 41.4638489035663
"Ppic" 35.3793598056388
"Tfdp1" 20.5488912294148
"Ppp2r2c" 33.9537943068731
"Cpsf6" 15.1873815313714
"Strada" 7.49990818525167
"Cttn" 34.5908767322891
"Ppan" 11.4048826239223
"Pstpip2" 34.1291664502031
"Pfdn4" 20.8478225784476
"Pdxdc1" 20.7211955397485
"S1pr3" 35.459139941935
"Rpa1" 22.6789328774487
"Pex3" 16.1783031545817
"Chd9" 6.99541077165072
"Gm28707" 1.28965386883811
"Cog8" 12.8726401980673
"Gm3362" 14.5293683829646
"Stam" 23.7695081007484
"Kidins220" 23.6359825319005
"Aifm1" 18.1812987179552
"Gm11451" 27.8892151453148
"Traf3ip3" 0.0762153237125105
"Rasd1" 28.5436628259541
"Coro1c" 17.258318747769
"Srek1" 16.1293012426557
"Chst2" 35.7797048458969
"Mmachc" 19.3978872183164
"Lmcd1" 36.976041713171
"Thoc6" 15.8363169232454
"Gak" 12.6776353311593
"Anapc7" 16.5069964118517
"Gm19582" 1.13195828535878
"Anxa7" 15.0598376264765
"Ergic1" 14.6340336551357
"2610035D17Rik" 31.9857660997615
"Rrp9" 19.4040963148749
"Thumpd3" 8.92925528100437
"Smpdl3b" 5.02641431573065
"Cnot4" 14.3765550037639
"Hadha" 19.8418702452765
"Eif3j1" 18.2169977262737
"BC005537" 16.5731915385086
"Nfe2l3" 33.8362988128693
"Chil1" 31.9454784910964
"Gm8508" 27.2050396558409
"Sertad2" 20.0883120640681
"Adsl" 18.2679247381544
"Nhlrc2" 17.0302223927692
"Sik3" 29.3370999979772
"Tab1" 20.9059891283447
"Gpam" 31.0467556578233
"U2surp" 15.3455153895964
"Crtc2" 15.424569366979
"Acox3" 3.54316074120924
"Gm11993" 20.8961990207555
"Hdhd3" 30.1417538704674
"Dcaf7" 19.2192787858384
"Edn1" 22.7535485475599
"Acer3" 4.83393197618063
"Filip1l" 9.16336039231913
"Hyal2" 20.6547005326687
"Fxr1" 21.1359688180652
"Ppil6" 30.5045468942253
"Strip1" 19.1262210990482
"Ctage5" 12.0502243599624
"Atg9a" 28.4085273658458
"Slc35a5" 18.6808329826645
"Wdr5b" 15.0976412331227
"Klhl5" 24.5114358065307
"Myo1e" 19.5160128265481
"Ddx49" 15.1314049325885
"Mustn1" 28.5479210486103
"Ptges2" 23.9343813513582
"Specc1" 11.2265709759647
"Dusp23" 29.1147940743828
"AC102554.1" 1.96026903103939
"Ppfibp2" 25.9983469997128
"Capn2" 34.190826922576
"Ostm1" 16.6164444700534
"Spryd3" 20.8337113172349
"Fancf" 26.1669980213486
"Gm14292" 16.2102591516323
"Fam210b" 21.5059601623471
"Mir339" 8.46749390884189
"Rpl9-ps7" 15.1599020819797
"Ankrd37" 30.6304643052465
"Phf20" 17.825822058685
"Fam207a" 16.7095567908079
"Arhgef10" 32.7005484711667
"Pcca" 18.4095042111293
"Fdxr" 22.1411645839385
"Sephs2" 15.4395380679862
"Pilra" 0.151443338656354
"Il16" 0.0911902926649728
"Slc39a6" 19.9214253135733
"Atg13" 22.8696915564409
"Prrg2" 15.8682918412771
"Mthfd1" 21.3008436765828
"Utp18" 16.965268148277
"Pcgf6" 15.0749266741704
"Bhlhe40" 32.4954576027333
"Dnajc17" 20.0506579512954
"Fam118b" 17.874660563769
"Rab5c" 16.8404570532136
"Mycbp2" 9.96322608214231
"Fgfrl1" 33.0790668938427
"Morn4" 32.1907598137206
"Tlr4" 0.648973278007036
"Gss" 28.5825997727727
"Gm6793" 16.2393769309991
"Tfb1m" 18.0311454812687
"Acin1" 13.9483011654478
"Vps33a" 13.9006729402513
"Xrcc5" 14.9297251526418
"Ankra2" 18.6618365644455
"Strn4" 20.7510178037173
"Agpat2" 6.39587150232405
"Tmlhe" 18.3669316891305
"Ocln" 34.9227293334602
"Gm25821" 7.80379697316169
"Serpinb9" 21.9494065009901
"Rbm43" 7.13740731449034
"Pex5" 18.5189460030369
"Prkar1b" 13.3408123349169
"Cfap126" 24.4808647593485
"Rhbdd3" 17.8765456686184
"Tspyl4" 32.3574236653281
"Uba7" 2.8206717374096
"Mrps27" 16.7362951249044
"Pdk1" 3.70537823658416
"Arpin" 34.3469570774722
"Elmod3" 22.3570376513758
"Dbt" 19.9931188062819
"Eif5b" 14.7673023088563
"Crym" 30.4243500777118
"Zcchc7" 11.2720930312272
"Lrrc41" 17.4719533209754
"Smg9" 11.530342347502
"Mmp2" 3.76354016402449
"Thoc5" 15.8236251054391
"2410002F23Rik" 18.075793293519
"Arl16" 19.6388694918488
"Uggt1" 11.408538538898
"Slc7a6os" 12.6466764770706
"Hcfc1" 16.752630065065
"Oaz2-ps" 27.5551495744178
"Nsf" 16.9550598143339
"Hmgb3" 32.9373513734436
"Zfand3" 20.2393784946444
"Dgat2" 27.9420959410634
"Tmem214" 13.4447553799525
"Creld1" 22.586311896979
"Parm1" 33.1516472851204
"Mtif2" 12.8140356978544
"Nat6" 12.7525730902072
"Me1" 32.3928939129103
"Calhm2" 3.40544772670532
"Hnrnpa0" 16.0850315235572
"Bend6" 2.09620487460546
"Sema6a" 33.1020497053801
"Tlcd2" 5.33977240057106
"D11Wsu47e" 11.606079686625
"Pgm1" 15.7890099422144
"Faf2" 16.7832278210239
"Ripor1" 28.3424110023958
"Mpp5" 26.0112450209282
"Rwdd4a" 18.3998827144928
"Pik3c3" 20.5939740076706
"Miip" 9.71495487403255
"Wtip" 20.9952801157775
"Fam171a1" 33.1442408734508
"Sap130" 14.923872414406
"Pcolce2" 30.7215572091505
"Plekha2" 10.8166274776054
"Acads" 6.4803398014618
"Cir1" 18.8886156523373
"Stk10" 1.65242871450885
"Cuedc1" 32.5500710016455
"Rcor1" 11.7049578840184
"1810013L24Rik" 20.1154569777325
"Gimap1" 15.0693714359263
"Smn1" 15.7817867975354
"Neil1" 17.2565365159467
"Mpp1" 15.3176003866273
"AC132954.1" 1.10632427764554
"Wdfy3" 15.8700386839005
"Wdr92" 15.2983283227448
"Stx8" 16.3353350935363
"Epsti1" 0.132244901585088
"Stk4" 7.64967377308083
"Elovl6" 32.2231729554903
"Tyw5" 19.8360312592208
"Gm7879" 15.3485494739254
"Sdccag8" 11.532474615255
"Ppp2r2d" 19.5019877133149
"Skil" 2.76758824772623
"Brd8" 15.8055115144791
"Nfasc" 31.888767403485
"Txndc16" 25.8560879406256
"Pisd" 15.1251225657631
"Rbm14" 16.8137619809013
"Ufm1" 19.1688463878136
"Nrgn" 27.9950275189287
"Dlat" 19.9036633460727
"Arhgap4" 0.126197678770969
"Mul1" 19.4750598237991
"Tef" 19.8912679764971
"Ctdnep1" 10.9926941936031
"Soat1" 15.1628759299442
"Fus" 10.6828892685138
"Was" 0.101107006569611
"Fam219b" 14.0812803343348
"Rpl7a-ps5" 15.7944920373306
"Traf7" 15.1924994843466
"Ppp1r12a" 14.4652078850763
"Uso1" 12.7287697129706
"Gng8" 31.9233757490307
"Magee1" 29.7315171501506
"Gpatch11" 22.4100554734482
"Zc3h14" 16.594474977785
"Crnkl1" 13.7534531064549
"Tango2" 11.077472590296
"Phc1" 28.6856636172741
"Mir7212" 5.75441377384128
"Alg9" 13.5987077542572
"Kmt5c" 13.0696964023064
"Kpnb1" 13.1528533711764
"Micall1" 31.5800427270051
"Psmd9" 21.2179052430787
"Sf3a1" 15.650569966185
"Man1a" 4.78172267930092
"Pacsin3" 33.4726396371426
"Snip1" 15.5378232523739
"Dvl1" 17.5021838256804
"B4galnt1" 3.90783409981269
"Foxs1" 33.1785588338874
"Dctn4" 21.534367424176
"Gtf2i" 18.8727592781105
"Axin1" 16.7630925560192
"Lyl1" 0.427763685540491
"Rab6b" 15.2226470734639
"Nfyb" 18.6728697138849
"Zfp326" 14.9131126955463
"Mis12" 14.5837308278655
"Stag2" 15.0862726648763
"Gbf1" 16.5578139094707
"Hist1h2ap" 18.180227906432
"Nsmce3" 17.9006596384916
"Armcx3" 18.4918442780349
"Rnf19a" 21.9050269915295
"Spata2" 25.3285350653632
"Acot8" 19.1789893669976
"Timmdc1" 15.8113601519866
"Gm8325" 14.8217552371605
"Gorasp1" 15.6680456921388
"Ecm1" 33.8875651386291
"Gcnt2" 8.38374581655275
"Ccar1" 14.4461755916866
"Trappc10" 22.1203288999569
"Mob3b" 31.1969342411144
"Ankrd54" 18.3462921966794
"Bola2" 20.1928456585723
"Impdh2-ps" 18.5335328633837
"Rac3" 5.32940618363863
"Wrap73" 17.8951205254971
"Gm14681" 14.2936850931515
"Spata13" 5.13808342357961
"Ric8a" 15.351393057831
"Azi2" 15.9692424851091
"Dtd2" 20.4541250444318
"1810021B22Rik" 11.8956187324492
"Zranb1" 17.7508938102837
"Milr1" 0.352629822745104
"Slc12a4" 26.3053229770757
"Rbmx2" 19.454447066803
"Stx16" 12.7864594327919
"Prrc1" 11.6481890652851
"Celf2" 4.45711718996393
"Amz2" 18.4926807477255
"Ap5m1" 15.7441088748931
"Slc35e1" 14.9758712259884
"Nipa2" 6.97339793198909
"Trim11" 13.6285581419076
"Trim36" 20.9751930364552
"Pusl1" 15.9525601725692
"Ftsj1" 21.0884912535517
"Pth1r" 33.6480540663537
"Gcat" 30.9505586410682
"Ccser2" 26.0849666683483
"Sec63" 17.4462772281352
"Napg" 16.2433764759462
"Kti12" 14.1465469025188
"Dhx36" 18.7668664629287
"1700016K19Rik" 27.5860354869979
"Gm10031" 17.4097498296275
"Xrcc6" 20.3482326832546
"Agap3" 21.4883994704272
"Atp2a3" 31.1676469839288
"Arap1" 9.31224597491266
"Tbce" 15.5004271359986
"Aacs" 26.9165272235623
"Btbd2" 17.0096711099956
"Gm3636" 0.1444954949393
"Cnrip1" 14.8789625502937
"Dlgap4" 8.63115170214369
"Swsap1" 20.2450942875019
"Abhd5" 25.5668214423241
"AC055818.1" 26.2292820107355
"Gm7331" 15.16690331691
"Mplkip" 14.3120501037639
"Ltbp4" 35.3099738687829
"Mecr" 16.6790818651553
"Ccar2" 20.0453111688297
"Eid2b" 15.8447486738969
"Ap3m2" 14.6085037888162
"Prpf38a" 18.8397084864694
"Efr3a" 11.4969101156678
"Smarca2" 17.0396880376562
"Gm15542" 17.1418257986155
"Abhd10" 19.3626584330891
"Tmem17" 20.4012354572775
"Sdc3" 25.2469272397309
"Wdr41" 12.6010645791667
"Mxd4" 20.7916710665099
"Slc38a7" 6.93007776588093
"Phospho2" 12.8706175143947
"Fam13c" 33.2932547903823
"Olfml2b" 9.49220268772779
"Mcur1" 13.6586456464979
"Nfkb1" 2.63913811680766
"Cdadc1" 21.7976416683516
"Gm3317" 0
"Nfil3" 19.6745497945471
"Gm17251" 20.7292569436695
"2810001G20Rik" 26.4132683931008
"Galnt7" 17.0263465043032
"Cptp" 17.9729804613197
"Uhrf2" 13.2455272101399
"Zbtb8os" 15.8761714973053
"Bvht" 35.4888930899079
"Zmynd11" 15.9019589640579
"Ctr9" 19.8554794649163
"Fam19a5" 32.0877498875803
"Gm26520" 0.168348946813472
"Slc25a14" 23.0068404176416
"Sacm1l" 17.8338435547676
"Kdm1a" 16.3505433251472
"Zhx1" 18.6679251175843
"Kctd3" 27.6388595575441
"Rcn1" 17.612228200386
"AI506816" 6.19379780799263
"Ranbp10" 8.68602898273148
"Jak2" 20.1568140899184
"1700020I14Rik" 20.5748552041227
"Prpf18" 14.7483022032884
"Tmem39a" 15.3274469046408
"Usp54" 30.0414146996273
"Leo1" 20.2172830316688
"Pdlim1" 31.8720521282299
"BC026585" 14.3683158150349
"Zfp664" 26.979035127222
"Dusp12" 10.3571401446217
"Tank" 18.4363066046163
"Gm42672" 10.1916767767333
"Sh2d3c" 9.94651771561507
"Dner" 34.4570396707827
"Gm10335" 11.4980081306446
"Evi5" 11.0857262435864
"Slc38a1" 9.77593887467838
"Zmiz2" 16.6587143720147
"Uri1" 18.0854800642093
"Dynlt1c" 11.3833819625099
"Mblac2" 23.5870677005378
"Folr1" 17.5937721558925
"Brf1" 11.0359526294354
"Klhl24" 16.5710797000807
"Tfrc" 30.0423487324927
"Gm6063" 19.1103502146523
"Chchd4" 17.24083228984
"Akap7" 23.7683609656735
"Tmem106a" 2.05454366453296
"Polr3c" 13.1363857208924
"Utp23" 16.7883877960328
"Safb" 17.5040791376586
"Rapgef6" 6.06783931899973
"Gm37560" 0.00842679837259823
"Zfp148" 13.0883265126197
"Eogt" 26.6240385934738
"Arv1" 11.6519703510526
"Ell" 12.1765413856039
"Zscan21" 17.2585198753964
"Gm28188" 0.0416599659520447
"Commd1" 19.9560950545986
"Zfand2a" 19.0820280895971
"Gm13291" 0.0295311001292227
"Hars2" 13.1453927611445
"Mthfd2" 17.177235125176
"Trim30d" 0.713163574662571
"Mus81" 14.4228011398097
"Acadsb" 18.6240785305489
"Ppp1r15b" 17.705895118174
"Batf" 2.80516375926501
"Mettl15" 16.4181272995296
"Gm7993" 20.7361074598772
"Gm26740" 0.14662448470622
"Vars" 11.4913288563545
"Zfp958" 13.7916013131334
"Slc39a13" 14.740369277741
"Gm6180" 15.6640725538185
"Gmppb" 12.2638167010998
"Usp4" 13.9605386575441
"Mad1l1" 21.3527789738009
"Mrpl3" 16.3694284392959
"Zfp330" 14.202806715928
"Pdap1" 20.2718862920567
"Hdac10" 13.7664488993847
"Rbpms" 25.5452890412294
"R3hcc1" 23.3236438978516
"Dip2a" 29.2966718931254
"Clcn3" 22.1840084265588
"Ldlrad3" 32.5739406874711
"Urgcp" 13.6784671704085
