# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-21 13:28:51
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222-1.slx
# Object Full Name: Regions/Slide 41222/WT2/WT2 region/h
# Object ID: c640328c-e1b4-4159-87da-c2defe6e3835
# Object type: Region
# Object creation time: 2023-06-21 11:44:02
#
Spot index;x;y
135123;28469.5625;36028.4609375
135124;28489.5625;36028.4609375
135343;28469.5625;36008.4609375
135344;28489.5625;36008.4609375
135345;28509.5625;36008.4609375
135567;28489.5625;35988.4609375
