# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-21 11:48:01
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222-1.slx
# Object Full Name: Regions/Slide 41222/WT2/WT2 region/q
# Object ID: ce8a04c1-4297-4351-b1a2-d7c5c0e6a3fb
# Object type: Region
# Object creation time: 2023-06-21 11:42:36
#
Spot index;x;y
132655;27809.5625;36268.4609375
132656;27829.5625;36268.4609375
132657;27849.5625;36268.4609375
132849;27809.5625;36248.4609375
132850;27829.5625;36248.4609375
132851;27849.5625;36248.4609375
