gene_id,AD12m1A,AD12m2A,AD12m3A,AD2m1A,AD2m2A,AD2m3A,AD4m1A,AD4m2A,AD4m3A,AD6m1A,AD6m2A,AD6m3A,AD9m1A,AD9m2A,AD9m3A,WT12m1A,WT12m2A,WT12m3A,WT2m1A,WT2m2A,WT2m3A,WT4m1A,WT4m2A,WT4m3A,WT6m1A,WT6m2A,WT6m3A,WT9m1A,WT9m2A,WT9m3A
ENSMUSG00000022037,71805,48903,76156,63468,59457,70391,40534,30479,95288,43198,99302,55632,36296,55855,46616,46067,46721,75703,49413,39764,36748,116733,53981,73235,147313,115488,135909,48793,78022,56806
