# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-21 14:41:04
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222-2.slx
# Object Full Name: Regions/Slide 41230/AD3/AD3 region/q
# Object ID: ebd68584-682f-48bf-a657-41ce3a1caf97
# Object type: Region
# Object creation time: 2023-06-21 11:45:59
#
Spot index;x;y
390737;12128.764648438;22108.251953125
390738;12148.764648438;22108.251953125
390958;12128.764648438;22088.251953125
390959;12148.764648438;22088.251953125
