# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-21 13:52:26
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222-2.slx
# Object Full Name: Regions/Slide 41230/AD3/AD3 region/5
# Object ID: adab7111-24d2-4f7e-8ed8-b42c56a4e53b
# Object type: Region
# Object creation time: 2023-06-21 11:46:02
#
Spot index;x;y
440851;13368.764648438;18808.251953125
440852;13388.764648438;18808.251953125
440853;13408.764648438;18808.251953125
441197;13348.764648438;18788.251953125
441198;13368.764648438;18788.251953125
441199;13388.764648438;18788.251953125
441200;13408.764648438;18788.251953125
441201;13428.764648438;18788.251953125
