# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-21 14:03:43
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222-2.slx
# Object Full Name: Regions/Slide 41230/AD3/AD3 region/a
# Object ID: df35ae41-1d13-42b6-8fc9-3b80e329a6c3
# Object type: Region
# Object creation time: 2023-06-21 11:46:12
#
Spot index;x;y
505372;9588.7646484375;14488.250976563
505373;9608.7646484375;14488.250976563
505540;9568.7646484375;14468.250976563
505541;9588.7646484375;14468.250976563
505542;9608.7646484375;14468.250976563
505706;9568.7646484375;14448.250976563
505707;9588.7646484375;14448.250976563
505708;9608.7646484375;14448.250976563
