# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-21 16:29:47
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222-3.slx
# Object Full Name: Regions/Slide 41230/AD1/AD1region/t
# Object ID: 633aacb2-ab4f-4895-a3fa-e0299739772a
# Object type: Region
# Object creation time: 2023-06-21 15:47:09
#
Spot index;x;y
545985;47897.95703125;28716.67578125
545986;47917.95703125;28716.67578125
546302;47897.95703125;28696.67578125
546303;47917.95703125;28696.67578125
