# Exported with SCiLS Lab Version 11.00.14179
# Export time: 2023-06-20 14:58:45
# Generated from file: F:\MALDIImageData\P20220804475\Slide 41222.slx
# Object Full Name: Regions/new AD1/AD region/5
# Object ID: 0a7ee545-5365-4c3a-b275-99d46cce4307
# Object type: Region
# Object creation time: 2023-06-20 09:22:49
#
Spot index;x;y
566232;50884.18359375;-7190.5952148438
566233;50904.18359375;-7190.5952148438
566234;50924.18359375;-7190.5952148438
566235;50944.18359375;-7190.5952148438
566587;50884.18359375;-7210.5952148438
566588;50904.18359375;-7210.5952148438
566589;50924.18359375;-7210.5952148438
566590;50944.18359375;-7210.5952148438
